index,key,time_ns,steps
5105,768539,1917,39
5106,929474,1167,25
5107,123792,1250,25
5108,808904,1125,25
5109,943611,1333,27
5110,30783,1375,30
5111,351285,1375,26
5112,846314,1333,24
5113,450180,1459,31
5114,285193,1208,26
5115,549301,1458,27
5116,66975,1292,25
5117,275723,1208,26
5118,746926,1209,20
5119,604664,1166,28
5120,658016,1167,27
5121,80814,1208,23
5122,520249,1167,27
5123,477310,1209,28
5124,535594,2208,46
5125,377618,1166,28
5126,58133,1416,33
5127,523880,1166,27
5128,901105,1125,22
5129,594424,1500,31
5130,174988,1166,26
5131,385549,1375,27
5132,164952,2250,45
5133,267509,1167,22
5134,810895,1209,27
5135,107904,1166,27
5136,937709,1958,35
5137,601791,1125,28
5138,706867,1166,22
5139,757889,1333,28
5140,120937,1167,26
5141,239500,2000,39
5142,776765,2125,45
5143,533542,1167,24
5144,2694,1167,27
5145,46178,1166,24
5146,900401,1333,28
5147,904847,1166,22
5148,12885,2292,44
5149,256431,5250,68
5150,48216,1375,30
5151,494682,1125,28
5152,381658,1458,29
5153,401584,1875,43
5154,964928,1166,23
5155,157376,3000,49
5156,187655,1375,29
5157,976393,1125,20
5158,899139,1292,28
5159,37082,1333,29
5160,579721,1416,33
5161,842128,1166,24
5162,958344,1292,29
5163,748706,1083,20
5164,776645,1334,24
5165,687555,1458,30
5166,439741,1209,25
5167,235422,1458,29
5168,337434,1375,27
5169,260323,1250,25
5170,436477,2375,46
5171,960344,1125,22
5172,755277,1208,22
5173,335477,1208,24
5174,284435,1167,20
5175,866121,2292,38
5176,81671,1292,29
5177,599299,1375,25
5178,390918,1250,27
5179,125201,1291,27
5180,526429,1375,27
5181,706034,1250,20
5182,945754,1250,23
5183,55231,1292,25
5184,188057,3417,36
5185,234027,1291,26
5186,843410,1250,24
5187,540829,3208,53
5188,48160,1542,31
5189,420401,1334,29
5190,72275,2208,41
5191,919592,4750,62
5192,487687,1291,22
5193,908101,2041,38
5194,296021,2292,43
5195,811103,1584,29
5196,885886,1292,21
5197,325791,2667,44
5198,343200,1416,25
5199,90582,1333,22
5200,579959,2292,40
5201,478934,1625,30
5202,8357,1291,28
5203,386840,1500,30
5204,210419,3666,58
5205,305760,1333,22
5206,591195,1542,27
5207,822616,1334,23
5208,318673,1291,23
5209,775502,2083,37
5210,652967,2250,40
5211,254368,1542,28
5212,486463,1542,31
5213,386163,2209,40
5214,620433,2125,43
5215,517327,1416,28
5216,810144,160167,39
5217,813576,1791,25
5218,204916,1375,27
5219,768044,1333,22
5220,944184,2333,40
5221,573109,2250,37
5222,797424,1500,28
5223,834639,1458,30
5224,257035,1291,25
5225,157881,1500,34
5226,6688,1250,30
5227,977690,1208,17
5228,429955,2250,38
5229,25072,2375,47
5230,244316,1250,28
5231,567852,1500,29
5232,363252,1583,31
5233,666834,1542,27
5234,880358,1333,25
5235,727147,1584,25
5236,919810,2458,45
5237,10061,1333,26
5238,997186,1250,22
5239,351292,2500,40
5240,1534,1250,30
5241,795795,1208,24
5242,689234,1291,25
5243,394553,1208,26
5244,890248,1917,39
5245,773936,1334,31
5246,762541,1250,24
5247,322449,1125,25
5248,108999,2291,42
5249,215162,1416,28
5250,555551,1208,25
5251,249737,1375,31
5252,440209,1250,29
5253,515930,3250,62
5254,62805,1209,24
5255,149290,1333,31
5256,746222,1250,26
5257,293419,1166,27
5258,97546,2125,47
5259,46033,1333,29
5260,966027,1209,22
5261,242717,2292,44
5262,940875,1125,23
5263,886576,1416,28
5264,545008,1417,28
5265,433122,1959,44
5266,734892,2166,44
5267,939082,1291,24
5268,390587,1166,23
5269,480729,1208,26
5270,784230,1125,21
5271,89027,1083,24
5272,608983,1209,28
5273,100220,2167,44
5274,529980,1083,25
5275,140000,1375,31
5276,668170,3958,65
5277,859794,1375,26
5278,413508,1375,32
5279,78466,2083,40
5280,620648,1209,25
5281,595404,10834,68
5282,65309,2042,39
5283,456113,1541,27
5284,694623,1208,25
5285,137058,1917,36
5286,248274,1417,32
5287,305845,1166,22
5288,273669,1458,31
5289,892248,1209,19
5290,330311,1083,23
5291,971026,1167,22
5292,839718,1209,25
5293,412041,1333,31
5294,734765,1209,25
5295,872311,1208,24
5296,771074,1125,19
5297,342100,4041,54
5298,333508,1166,26
5299,474752,2333,48
5300,285167,1334,31
5301,244960,1375,27
5302,78316,1166,26
5303,989389,2208,40
5304,212560,1167,21
5305,142724,1916,43
5306,817824,1208,25
5307,807558,1417,28
5308,613111,2167,41
5309,114267,2084,29
5310,162960,1416,32
5311,110791,1125,29
5312,172360,1167,26
5313,471405,1375,29
5314,488695,1334,26
5315,329288,3000,49
5316,426260,1208,28
5317,126602,1125,24
5318,561958,1250,23
5319,375692,1459,31
5320,807757,1375,28
5321,217723,1166,24
5322,473870,1333,32
5323,323285,1125,23
5324,485855,1333,31
5325,277881,1125,27
5326,893893,1292,26
5327,125739,2041,43
5328,94814,1166,22
5329,165272,1208,26
5330,846827,1167,20
5331,719381,1334,29
5332,318993,1167,27
5333,866530,1125,23
5334,738937,1916,40
5335,730730,1125,24
5336,632609,1458,32
5337,42289,1125,26
5338,225466,1250,28
5339,876531,1125,24
5340,898183,2209,39
5341,343717,1208,23
5342,155529,1166,24
5343,95644,1083,25
5344,745703,1875,39
5345,260277,1416,31
5346,373024,1958,36
5347,415493,1417,31
5348,538402,1250,24
5349,51329,1166,30
5350,710079,1417,27
5351,313358,1209,26
5352,272805,1375,26
5353,859927,2833,47
5354,182314,1375,22
5355,32592,1667,27
5356,998346,1792,27
5357,424036,1541,29
5358,896115,1459,23
5359,474168,1708,34
5360,582960,1500,24
5361,784418,1417,24
5362,576844,2209,34
5363,261990,1125,25
5364,99327,1375,28
5365,484488,1250,23
5366,106858,3167,59
5367,842947,1334,31
5368,832370,1333,28
5369,146584,1250,27
5370,127353,1208,23
5371,12538,1166,28
5372,64665,1375,30
5373,870709,1167,23
5374,818896,1167,24
5375,233087,3333,55
5376,137065,1208,27
5377,207758,1209,25
5378,863685,1083,22
5379,390322,3291,55
5380,719623,1333,31
5381,660915,1167,26
5382,983119,1208,20
5383,676002,1334,28
5384,88122,1208,29
5385,610611,1250,26
5386,614591,1084,23
5387,271394,2042,41
5388,961994,3292,53
5389,852228,1166,19
5390,78630,1458,26
5391,22860,1209,29
5392,67604,1416,25
5393,207357,1417,31
5394,946336,1083,25
5395,677367,1416,28
5396,464972,1250,26
5397,848612,1250,30
5398,135048,1166,25
5399,96447,1125,23
5400,949044,1917,37
5401,869643,2208,44
5402,848180,1208,18
5403,347656,1125,25
5404,128480,1375,26
5405,44771,1917,40
5406,988053,1416,23
5407,483389,1208,23
5408,53098,1375,31
5409,176150,2041,40
5410,969023,1333,28
5411,601762,2209,45
5412,454198,1917,42
5413,861600,1125,20
5414,759621,1375,25
5415,414187,2000,38
5416,520227,1416,33
5417,30915,2375,48
5418,401321,1334,24
5419,716401,1333,26
5420,447390,3125,40
5421,181202,1625,25
5422,371137,1416,26
5423,225147,1542,34
5424,952427,1500,26
5425,196243,1333,27
5426,288340,1417,24
5427,293449,1584,30
5428,467677,1333,26
5429,926337,1333,21
5430,155852,1292,27
5431,36333,3375,53
5432,649254,1417,22
5433,646948,1500,31
5434,257725,1666,32
5435,678721,1375,22
5436,309441,1375,26
5437,523126,1291,28
5438,432006,1666,35
5439,925661,1458,28
5440,577439,1334,23
5441,502301,5791,80
5442,63942,2500,44
5443,91983,1583,33
5444,293367,1500,33
5445,401621,1291,28
5446,143903,1416,26
5447,439600,1375,29
5448,209147,1542,31
5449,673871,2208,34
5450,927626,3208,50
5451,835923,3292,48
5452,551357,1334,28
5453,261251,2375,41
5454,661394,1542,28
5455,841135,2209,45
5456,570066,1334,25
5457,833457,2042,41
5458,20479,1333,30
5459,401079,1375,25
5460,819899,2292,45
5461,748024,1584,29
5462,376557,2541,44
5463,502986,1459,29
5464,570969,1208,25
5465,819395,3583,50
5466,508224,2125,36
5467,360746,1500,27
5468,957012,1500,25
5469,593129,2250,37
5470,526798,4875,26
5471,337227,1583,31
5472,407248,1667,32
5473,283573,1292,22
5474,188551,1291,25
5475,27330,1666,30
5476,334368,2250,40
5477,626122,1541,24
5478,229660,1416,28
5479,30727,1250,29
5480,939278,2208,40
5481,850070,1500,29
5482,816357,2083,40
5483,294580,3459,59
5484,61438,2167,41
5485,847936,1291,20
5486,494597,1500,32
5487,555150,1541,26
5488,374796,1333,27
5489,804093,1250,25
5490,612357,1458,27
5491,244069,2208,41
5492,167379,1375,25
5493,104999,1666,33
5494,259897,2416,41
5495,688773,1375,25
5496,252868,1417,25
5497,279474,1333,25
5498,559615,1291,25
5499,855938,1333,21
5500,829673,1250,23
5501,961817,1167,22
5502,772864,3667,52
5503,58625,2500,45
5504,801165,1583,31
5505,993843,4792,68
5506,230070,1584,28
5507,603657,1500,23
5508,887625,1583,28
5509,836125,1292,21
5510,407291,1750,30
5511,372040,1333,26
5512,980635,1583,24
5513,879989,2125,35
5514,886279,1291,25
5515,182151,2209,38
5516,184655,1583,33
5517,248042,2208,40
5518,621302,1375,24
5519,333452,1291,26
5520,845373,1291,24
5521,773960,6750,93
5522,731515,3458,52
5523,376212,1375,22
5524,958378,1500,29
5525,620299,1583,26
5526,29577,1417,27
5527,737624,1292,26
5528,734592,1459,31
5529,368766,1333,22
5530,993588,1542,27
5531,595226,1334,23
5532,590985,2250,36
5533,149006,1625,30
5534,590463,1208,25
5535,994437,1167,22
5536,197378,1291,25
5537,877341,2583,44
5538,849768,2417,44
5539,924453,1250,20
5540,516138,1416,26
5541,568459,1625,28
5542,324066,3583,41
5543,184085,3334,56
5544,514260,1541,29
5545,39808,3375,51
5546,94642,1625,27
5547,58897,1334,27
5548,243924,1416,28
5549,630890,1334,25
5550,229438,1375,28
5551,20897,1584,32
5552,552022,3333,55
5553,501208,1333,25
5554,717,3167,54
5555,347849,1583,26
5556,962484,1375,21
5557,643967,1541,31
5558,211251,1375,25
5559,845620,3625,55
5560,136829,1417,24
5561,357312,1375,28
5562,751764,2167,37
5563,186081,1250,23
5564,963412,1458,26
5565,841404,1333,24
5566,885297,1625,31
5567,910392,1583,30
5568,339308,2250,35
5569,62449,1417,30
5570,22978,1542,34
5571,154888,1167,29
5572,615105,1166,23
5573,738928,1208,27
5574,961780,1375,29
5575,148534,1958,37
5576,811983,1417,30
5577,116309,1250,27
5578,887600,2250,43
5579,551861,1334,25
5580,902478,1291,29
5581,382615,1250,23
5582,76055,1125,26
5583,391739,1167,28
5584,738762,2334,40
5585,987679,2375,39
5586,694304,1500,32
5587,414813,1208,25
5588,614484,1334,27
5589,105940,1958,36
5590,352910,1166,24
5591,316424,1166,27
5592,338274,1250,21
5593,143080,1333,27
5594,165155,1459,32
5595,767927,1250,25
5596,994778,1959,31
5597,458090,1458,32
5598,830308,1334,28
5599,670319,1375,27
5600,510867,1292,27
5601,680715,1125,27
5602,332696,1250,23
5603,182665,1125,22
5604,741536,1167,23
5605,589276,1459,27
5606,727251,2041,34
5607,932814,1291,24
5608,973965,1333,23
5609,643521,1167,23
5610,825221,1208,27
5611,374159,1250,25
5612,234082,1292,22
5613,697861,3083,54
5614,617559,1500,33
5615,854018,1333,29
5616,183870,1416,24
5617,396765,1208,23
5618,321728,2291,45
5619,769650,1333,21
5620,721943,1292,24
5621,308824,1334,27
5622,133535,2291,42
5623,186341,1583,32
5624,764235,1542,31
5625,1886,1334,28
5626,994877,1292,17
5627,736110,1417,24
5628,994783,1208,20
5629,600661,1625,26
5630,410624,1334,24
5631,892084,1291,24
5632,808275,1375,25
5633,595049,1583,29
5634,33956,1625,28
5635,190927,2291,36
5636,631651,1500,26
5637,333675,1541,27
5638,965779,1375,23
5639,848096,1250,22
5640,641080,1375,25
5641,231626,1625,33
5642,670719,1292,27
5643,593023,1292,23
5644,109168,1417,28
5645,982189,1542,29
5646,520288,2250,38
5647,147476,1291,28
5648,347256,2166,36
5649,781550,1583,24
5650,81587,1250,20
5651,249557,2625,47
5652,363657,4375,63
5653,335040,2125,41
5654,176043,1375,25
5655,667091,1375,28
5656,928326,1459,24
5657,93036,2333,37
5658,743405,1334,27
5659,702572,1250,24
5660,670148,1541,33
5661,764712,2166,37
5662,929724,1583,29
5663,352059,1459,21
5664,468326,1291,24
5665,11950,3584,45
5666,278096,1291,26
5667,219870,1375,22
5668,261663,1208,25
5669,726848,1209,26
5670,71088,1375,23
5671,367507,1291,25
5672,269126,1666,32
5673,825251,1625,31
5674,113283,1833,32
5675,755409,1542,27
5676,1344,1375,28
5677,50487,1250,30
5678,404685,1375,24
5679,459508,2333,37
5680,768171,2292,36
5681,440039,2250,43
5682,927520,1333,24
5683,434131,1334,24
5684,517034,1500,28
5685,924604,2250,39
5686,397109,1625,33
5687,368293,1500,30
5688,572548,1375,23
5689,393581,1208,25
5690,106356,1459,27
5691,869068,1458,26
5692,502781,1667,31
5693,827044,1250,22
5694,906023,1375,24
5695,606136,1250,25
5696,682592,1541,29
5697,795076,1750,32
5698,720540,1500,32
5699,236541,1375,27
5700,170558,1250,27
5701,473210,1625,26
5702,77290,2625,46
5703,838017,2208,40
5704,886847,1584,26
5705,35036,1416,28
5706,309235,1375,26
5707,21054,3666,59
5708,334199,1583,30
5709,273813,1625,31
5710,997891,2208,35
5711,109813,1584,28
5712,77805,1291,25
5713,358412,2500,41
5714,178369,1334,22
5715,931064,1333,26
5716,393697,1542,26
5717,168721,3250,55
5718,767542,1417,26
5719,78646,1542,26
5720,573620,1541,25
5721,987585,1250,20
5722,941752,1291,20
5723,97628,1416,28
5724,354367,1542,25
5725,622887,3708,59
5726,643454,1541,27
5727,936616,1333,23
5728,506187,2250,35
5729,738727,1416,27
5730,32499,1375,25
5731,452276,1583,32
5732,988223,1292,22
5733,685387,1417,27
5734,173013,1250,26
5735,636819,1333,25
5736,932974,1292,22
5737,455293,1292,26
5738,164736,1291,26
5739,56158,4792,74
5740,106177,1542,32
5741,347178,1375,23
5742,215536,2250,40
5743,199213,1333,26
5744,429162,1417,26
5745,731064,2542,42
5746,581029,1333,25
5747,757112,1292,24
5748,970535,2250,36
5749,765434,1208,24
5750,566363,1417,24
5751,278151,3375,53
5752,692688,1625,28
5753,295199,1500,27
5754,311848,1666,31
5755,249088,1333,22
5756,100576,1292,29
5757,52047,1500,31
5758,411988,1334,24
5759,599545,1291,21
5760,576364,1250,23
5761,880652,1458,26
5762,514797,2583,44
5763,161051,1541,25
5764,57153,1375,25
5765,378357,1375,28
5766,4001,1291,30
5767,448378,1416,24
5768,91885,1291,30
5769,308858,1541,32
5770,863919,1333,27
5771,694179,2167,36
5772,655456,1542,30
5773,629372,2458,42
5774,503661,1375,23
5775,209375,2166,36
5776,101699,1250,23
5777,26986,1625,34
5778,217006,1250,25
5779,179131,1541,32
5780,669192,2166,40
5781,305987,1583,27
5782,85917,2459,49
5783,496575,1291,26
5784,884757,4458,56
5785,121120,1584,33
5786,323332,1292,22
5787,823003,1333,24
5788,416775,2167,39
5789,493822,1584,23
5790,512856,1542,30
5791,938348,1625,31
5792,693151,3333,53
5793,277878,1625,32
5794,95564,1667,32
5795,673046,1458,24
5796,570558,1583,25
5797,406352,1500,28
5798,193863,1459,25
5799,389044,1667,27
5800,928507,1375,25
5801,399975,1333,22
5802,387346,1167,24
5803,195647,1334,26
5804,467430,2458,40
5805,46785,2209,42
5806,276086,1583,29
5807,461102,1584,32
5808,487649,2250,36
5809,276196,1417,26
5810,237233,1375,25
5811,877741,1666,22
5812,281608,2167,40
5813,591656,1584,30
5814,64634,1250,22
5815,158472,1333,28
5816,788776,1334,22
5817,730303,1417,24
5818,699892,1333,22
5819,101401,1542,28
5820,89871,1250,25
5821,700597,1583,30
5822,360492,1584,31
5823,847439,2208,39
5824,567751,1500,31
5825,434097,1625,29
5826,793203,1458,25
5827,618373,1500,27
5828,238565,1333,25
5829,580494,1625,32
5830,63947,1542,27
5831,881640,1375,28
5832,405911,2208,41
5833,858161,1625,28
5834,547968,1458,26
5835,438968,1625,34
5836,561528,2208,34
5837,720443,2459,46
5838,909005,1333,20
5839,981847,3500,49
5840,497890,1333,25
5841,924482,1334,24
5842,247089,1625,33
5843,499398,1500,26
5844,313370,1500,29
5845,82791,1333,30
5846,413983,1334,23
5847,946631,2625,43
5848,895421,1583,31
5849,749004,1375,26
5850,36416,2292,36
5851,526492,1584,29
5852,598968,1541,29
5853,944196,1416,23
5854,541923,1291,24
5855,839334,1375,25
5856,599246,2125,39
5857,710447,1250,25
5858,650404,1167,24
5859,154611,1250,28
5860,126125,1458,27
5861,995366,3250,22
5862,793970,1625,27
5863,470853,4750,60
5864,181277,2958,35
5865,995164,9834,18
5866,175285,2000,23
5867,222183,4208,39
5868,847733,1458,21
5869,202088,1834,29
5870,132316,1708,25
5871,44749,1416,25
5872,443941,5666,71
5873,82176,1709,32
5874,716309,3541,50
5875,456543,1375,26
5876,211728,1583,26
5877,862521,5042,70
5878,657695,2459,39
5879,155062,2292,41
5880,874626,1459,26
5881,623953,1416,26
5882,270414,1875,33
5883,335282,1375,23
5884,955048,2291,36
5885,762423,2167,37
5886,958581,1625,27
5887,846562,2084,39
5888,70268,1375,22
5889,91255,2625,43
5890,406952,1375,26
5891,583391,1292,25
5892,416657,1292,25
5893,578871,1542,29
5894,341969,1500,25
5895,898236,1334,26
5896,289618,1333,24
5897,544933,1583,28
5898,480413,1583,31
5899,961714,2292,33
5900,915896,1333,24
5901,12965,1500,28
5902,824759,2541,43
5903,734436,1625,32
5904,653324,1375,20
5905,616119,1375,25
5906,547946,3791,39
5907,819657,1500,28
5908,439977,1458,27
5909,117985,1500,23
5910,434575,1375,23
5911,156912,1333,29
5912,155399,1334,29
5913,594117,1333,19
5914,616494,1292,26
5915,610982,1292,23
5916,795217,2500,42
5917,985295,1375,22
5918,105072,1458,26
5919,969858,1417,24
5920,110767,1334,29
5921,590017,10042,50
5922,817412,5459,24
5923,105897,1417,26
5924,823915,1709,32
5925,299991,1458,25
5926,909614,2459,40
5927,561653,1417,25
5928,922890,1375,25
5929,360573,2667,44
5930,920539,1416,20
5931,430850,1500,22
5932,276968,2291,38
5933,401651,1625,29
5934,686595,2625,43
5935,509173,1375,28
5936,599810,1334,23
5937,638544,1791,27
5938,496026,1333,28
5939,39286,1292,28
5940,180565,1292,27
5941,288793,1334,25
5942,422549,3958,57
5943,150841,1334,23
5944,648277,1291,21
5945,638222,1625,25
5946,713885,2083,26
5947,727357,1500,20
5948,421234,1458,27
5949,40667,1333,28
5950,415019,1416,21
5951,932787,1708,30
5952,921654,1459,25
5953,347597,1375,23
5954,724057,1291,26
5955,249120,1334,23
5956,51686,2875,45
5957,781976,2209,41
5958,498303,2666,40
5959,965566,2500,40
5960,281632,1458,24
5961,940606,1375,25
5962,390533,1500,27
5963,21216,1375,30
5964,354279,1625,25
5965,857092,1666,28
5966,832205,2291,33
5967,317777,1292,22
5968,326054,1333,22
5969,293965,1292,28
5970,883789,2792,30
5971,515501,1334,24
5972,899925,1458,28
5973,730001,1792,32
5974,718120,1584,30
5975,102989,1500,27
5976,911108,1250,25
5977,239031,1375,24
5978,140914,1375,22
5979,315077,1583,28
5980,779851,2417,37
5981,464636,1459,26
5982,811631,2333,34
5983,865939,1750,27
5984,336455,1500,25
5985,282508,1291,25
5986,764202,17708,27
5987,437018,2917,49
5988,634367,1542,24
5989,676914,3541,56
5990,93625,1458,28
5991,197065,1292,27
5992,463174,1625,27
5993,221660,1792,30
5994,957804,2416,39
5995,863995,33125,23
5996,426950,2458,22
5997,776937,2125,27
5998,507994,1750,26
5999,796387,1458,25
6000,541591,12292,30
6001,909314,2167,26
6002,392074,5958,44
6003,860900,1708,24
6004,58937,1959,27
6005,540300,5792,26
6006,829938,2042,25
6007,166695,1833,28
6008,68805,1500,26
6009,326237,1375,24
6010,744038,1416,26
6011,531414,1584,27
6012,422980,1458,27
6013,142240,4792,54
6014,818431,1625,23
6015,892648,1375,20
6016,549754,1625,27
6017,922048,1333,25
6018,596297,2750,45
6019,30355,2375,41
6020,182177,1333,22
6021,202128,2292,39
6022,917694,1250,25
6023,873391,1667,32
6024,210478,1292,26
6025,877634,1625,28
6026,60427,1375,25
6027,261610,1458,23
6028,34678,1542,28
6029,478622,4459,45
6030,53016,1250,26
6031,962626,1666,21
6032,377881,2291,40
6033,738863,1584,28
6034,208782,6333,81
6035,287287,1625,28
6036,386245,1500,24
6037,863509,1334,24
6038,486769,1666,28
6039,529664,2250,40
6040,416225,2625,41
6041,666276,2500,43
6042,967913,1333,22
6043,129891,2333,40
6044,714264,1625,33
6045,32048,1583,33
6046,390560,1542,32
6047,512531,2541,47
6048,622900,1375,26
6049,467774,1625,26
6050,186210,1500,27
6051,912766,1583,23
6052,497636,1334,27
6053,615389,1541,26
6054,578116,1375,19
6055,366750,1458,23
6056,360972,1375,28
6057,171457,1709,29
6058,878344,1291,21
6059,937943,1417,21
6060,271225,2667,43
6061,785343,1292,25
6062,871231,1292,20
6063,722313,2375,41
6064,94783,2250,39
6065,298917,1458,26
6066,28784,1584,28
6067,405344,1583,31
6068,52063,1334,28
6069,170821,1583,32
6070,895297,2292,41
6071,600057,1334,22
6072,817712,2208,38
6073,224730,3750,55
6074,898747,1666,28
6075,232104,2167,36
6076,678828,1417,27
6077,236048,1375,25
6078,710615,1583,27
6079,216774,1291,24
6080,282155,1584,28
6081,683239,2333,40
6082,429400,1583,27
6083,538215,1500,29
6084,21027,1459,26
6085,906631,1625,31
6086,818208,1334,23
6087,804859,1416,23
6088,715339,1584,30
6089,9331,2375,43
6090,497127,1416,24
6091,955794,1542,25
6092,138742,2792,42
6093,678819,1292,28
6094,181615,2125,41
6095,630344,1417,23
6096,839768,1542,31
6097,8875,8125,29
6098,234640,1667,22
6099,264651,1917,32
6100,637895,5459,63
6101,844194,1750,21
6102,988813,1375,24
6103,320298,1750,34
6104,747363,2041,30
6105,743827,1375,26
6106,673963,1416,27
6107,288756,1708,28
6108,444394,1584,27
6109,938982,2875,41
6110,394764,2750,41
6111,892953,1375,19
6112,365649,1667,31
6113,264240,2333,32
6114,228809,1417,26
6115,489369,1416,26
6116,316823,1416,30
6117,710092,3667,50
6118,545929,1458,26
6119,864353,1625,23
6120,653899,1208,18
6121,416445,1667,31
6122,612880,3625,55
6123,107283,1584,29
6124,7705,1458,28
6125,536362,1417,24
6126,694531,1542,26
6127,884248,2167,35
6128,880153,1375,26
6129,392409,1292,25
6130,588731,2458,38
6131,678788,2250,43
6132,622616,1292,26
6133,638636,1458,27
6134,296409,2750,29
6135,312975,2334,41
6136,717660,1292,28
6137,113356,1583,29
6138,505140,1334,26
6139,66939,1750,31
6140,352619,1333,24
6141,289914,5084,49
6142,671713,1750,32
6143,340931,2583,42
6144,903340,1292,22
6145,290335,1208,19
6146,273833,1625,30
6147,687992,1625,27
6148,745636,1583,28
6149,998442,1458,19
6150,935722,1334,21
6151,683113,1334,27
6152,313306,1375,27
6153,197510,2750,38
6154,157213,1583,30
6155,542422,1542,25
6156,802659,2834,43
6157,251975,1583,31
6158,943391,5792,76
6159,59533,1333,26
6160,844555,2458,34
6161,898961,2708,40
6162,841340,1625,28
6163,849377,1459,26
6164,629181,1416,23
6165,423728,1416,25
6166,692617,1334,23
6167,335110,2750,47
6168,713825,2416,37
6169,146727,1667,28
6170,756321,1625,25
6171,26692,2417,41
6172,687238,1334,27
6173,521534,1500,25
6174,309964,1333,25
6175,272029,1375,23
6176,950966,1750,26
6177,438898,1333,26
6178,424253,1667,33
6179,407136,1750,30
6180,772520,1541,22
6181,37035,1375,29
6182,611345,2834,46
6183,742465,1500,28
6184,599830,1583,28
6185,855654,1584,29
6186,199141,1458,29
6187,359837,1458,26
6188,761843,1334,26
6189,748022,1625,27
6190,233165,1333,26
6191,719657,2334,41
6192,560606,1416,22
6193,669321,1458,25
6194,823025,4709,63
6195,498845,1375,25
6196,950562,1625,30
6197,986362,1416,25
6198,704506,1334,26
6199,375912,1625,31
6200,314778,2375,37
6201,886487,2416,41
6202,178244,1833,30
6203,881474,1583,31
6204,689559,1417,23
6205,919072,1334,22
6206,585366,1375,26
6207,189935,1541,26
6208,308055,2458,41
6209,102345,1333,27
6210,493650,2375,38
6211,134160,1334,27
6212,776910,1666,28
6213,271217,1416,25
6214,760414,2291,37
6215,847610,1334,22
6216,586188,1291,24
6217,799978,1500,27
6218,956957,1333,24
6219,191962,2292,40
6220,992922,2625,43
6221,712731,1375,24
6222,943290,1333,25
6223,351937,1625,28
6224,686225,1333,26
6225,93638,1750,31
6226,233050,1542,32
6227,372542,2750,49
6228,234177,2583,41
6229,780361,1500,21
6230,913763,1625,25
6231,322003,1791,31
6232,440898,1625,31
6233,826373,1541,26
6234,929923,2541,39
6235,347412,1625,29
6236,389738,1333,25
6237,273217,1334,21
6238,614016,1375,23
6239,308335,1458,30
6240,486289,2750,45
6241,892563,1416,22
6242,123503,1708,26
6243,493394,1292,26
6244,56285,1417,24
6245,908480,1375,21
6246,665214,1625,25
6247,611923,1666,33
6248,608503,1417,29
6249,990172,1459,21
6250,650804,1666,27
6251,74676,1459,28
6252,932631,1334,22
6253,203994,1375,23
6254,524789,3000,47
6255,125637,2667,42
6256,909638,1541,27
6257,713764,1333,25
6258,400210,1625,32
6259,555576,1958,28
6260,312849,1584,27
6261,433175,7375,82
6262,56689,2625,46
6263,913152,2291,38
6264,895736,1334,24
6265,158103,2500,42
6266,144038,1334,24
6267,210027,2250,41
6268,359316,1458,27
6269,429069,163166,38
6270,597063,1666,22
6271,936216,1750,31
6272,950661,2542,40
6273,479799,1458,22
6274,150182,1750,25
6275,331753,3625,53
6276,904286,1542,27
6277,750433,1375,26
6278,189118,1291,25
6279,816780,1375,21
6280,84737,1583,29
6281,511266,1625,28
6282,348788,1375,26
6283,661686,1666,27
6284,185414,1500,25
6285,328639,1666,29
6286,665321,3542,48
6287,60832,1458,26
6288,4943,1625,32
6289,474013,2333,41
6290,286815,2250,37
6291,219554,1500,30
6292,798170,1666,29
6293,811118,1375,22
6294,176796,2541,47
6295,604273,3708,62
6296,801620,1334,26
6297,166132,6458,66
6298,513359,1500,23
6299,823354,1334,25
6300,800661,1583,28
6301,817630,1292,23
6302,92319,1458,28
6303,135692,2625,47
6304,644329,1625,30
6305,454780,3375,49
6306,664260,1709,31
6307,450269,1583,33
6308,422989,1542,29
6309,449866,1416,22
6310,500591,3375,51
6311,401937,1708,34
6312,4896,1583,34
6313,39558,1583,28
6314,559712,2250,38
6315,209101,1292,27
6316,766152,1334,25
6317,391226,1375,27
6318,996220,1250,22
6319,14761,1292,23
6320,935337,2333,40
6321,337865,1541,33
6322,793613,1666,33
6323,873704,1625,31
6324,556830,2250,41
6325,199835,1625,30
6326,18787,1542,22
6327,709622,1542,25
6328,4325,1458,35
6329,657129,1333,24
6330,769239,1375,24
6331,260910,1625,30
6332,237257,1625,27
6333,727214,1291,24
6334,919586,1334,24
6335,361077,1791,31
6336,327253,1333,26
6337,135194,1375,25
6338,107698,1667,31
6339,402182,1583,33
6340,527787,1458,24
6341,617266,2417,43
6342,320985,3708,58
6343,175134,2166,38
6344,68459,1541,32
6345,863863,1625,26
6346,47940,1291,22
6347,312688,2333,39
6348,994536,1417,20
6349,304956,1667,34
6350,478074,1542,27
6351,763188,1375,24
6352,545562,2625,38
6353,625340,1542,26
6354,549578,2333,37
6355,354246,2292,37
6356,454731,1417,27
6357,931109,2458,40
6358,720142,1417,25
6359,140289,6959,90
6360,359382,1625,29
6361,945170,1334,24
6362,513990,1291,20
6363,376702,1375,23
6364,786554,1458,25
6365,197580,1334,23
6366,172893,1333,25
6367,994139,1459,27
6368,950948,1333,22
6369,962809,1334,21
6370,851453,1416,24
6371,422987,2208,41
6372,20054,2167,41
6373,239514,1959,34
6374,235218,1459,30
6375,762492,1291,26
